State A,State A name,Conti-guity ,Shared river,Number shared rivers,Type of shared river,River(s),Length of river boundaries,Total length,Drainage basin(s),Size of basin in  km2,Total,Size of basin in state A,Total,Size of basin in state B,Total,Upstream State,Upstream State average,State B,State B name,Conti-guity start year,Conti-guity end year,,,,
510,Tanzania,1,1,1,1,Songwe,110,10,Zambezi,1419960,1419960,28000,28000,110000,110000,A,1,553,Malawi,1964,2016,,,,
516,Burundi,1,1,2,1,"Kagera, Akanyaru","30, 110",140,Nilen,3030700,3030700,14500,14500,21500,21500,"B,B",2,517,Rwanda,1962,2016,,,,
520,Somalia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,Djibouti,1977,2016,,,,
520,Somalia,1,1,1,2,Dawa Wenz,35,35,Juba-Shibeli,766500,766500,236000,236000,333500,333500,B,2,530,Ethiopia,1960,2016,,,,
522,Djibouti,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,Ethiopia,1977,2016,,,,
522,Djibouti,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,Eritrea,1993,2016,,,,
530,Ethiopia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,Eritrea,1993,2016,,,,
530,Ethiopia,1,1,4,4,"Baro, Akobo, Kabish, Baraka","120, 400, 55, 30",605,"Nilen, Lake-Rudolf/Lake Turkana, Baraka","3030700, 203300, 66200",3300200,"368000, 86600, 43700",498300,"1900000, 6700, 22500",1929200,"A,A,A,A",1,625,Sudan,1956,2016,,,,
531,Eritrea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,Sudan,1993,2016,,,,
540,Angola,1,1,1,2,Manyinga,105,105,Zambezi,260000,260000,577600,577600,577600,577600,A,1,551,Zambia,1975,2016,,,,
540,Angola,1,1,2,4,"Kunene, Okavango","305, 350",655,"Kunene, Okavango",112000,112000,101000,101000,11000,11000,"A,A",1,565,Namibia,1990,2016,,,,
541,Mozambique,1,1,1,2,Luangwa,70,70,Zambezi,260000,260000,161000,161000,577600,577600,B,2,551,Zambia,1975,2016,,,,
541,Mozambique,1,1,4,2,"Luenha, Mazoe, Mkumbura, Pembi","110, 20, 120, 25",275,"Zambezi, Save","260000, 103000",363000,"161000, 30000",191000,"226360, 73000",299360,"B,B,B,B",2,552,Zimbabwe,1975,2016,,,,
541,Mozambique,1,1,2,2,"Shire, Mulosa","70, 115",185,Zambezi,260000,260000,161000,161000,110000,110000,"B,B",2,553,Malawi,1975,2016,,,,
541,Mozambique,1,1,1,2,Maputo,25,25,Maputo,33963,33963,5600,5600,18500,18500,B,2,560,South Africa,1975,2016,,,,
541,Mozambique,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,Swaziland,1975,2016,,,,
551,Zambia,1,1,1,1,Zambezi,720,720,Zambezi,260000,260000,577600,577600,226360,226360,A,1,552,Zimbabwe,1966,2016,,,,
551,Zambia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,Malawi,1964,2016,,,,
551,Zambia,1,1,1,1,Zambezi,130,130,Zambezi,260000,260000,577600,577600,17000,17000,A,1,565,Namibia,1990,2016,,,,
551,Zambia,1,1,1,1,Zambezi,15,15,Zambezi,260000,260000,577600,577600,40000,40000,A,1,571,Botswana,1966,2016,,,,
552,Zimbabwe,1,1,1,1,Limpopo,220,220,Limpopo,385000,385000,61000,61000,180000,180000,B,2,560,South Africa,1966,2016,,,,
552,Zimbabwe,1,1,1,1,Sashe,260,260,Limpopo,385000,385000,61000,61000,180000,180000,B,2,571,Botswana,1966,2016,,,,
560,South Africa,1,1,1,1,Orange,560,560,Orange,950000,950000,570145,570145,250000,250000,A,1,565,Namibia,1990,2016,,,,
560,South Africa,1,1,2,4,"Orange, Caledon","100, 255",355,Orange,950000,950000,570145,570145,30355,30355,"B,B",2,570,Lesotho,1966,2016,,,,
560,South Africa,1,1,5,1,"Nossob, Molopo, Limpopo, Marico, Notwani","310, 640, 425, 70, 40",1485,"Orange,  Limpopo","950000, 385000",1335000,"570145, 180000",750145,"99500, 73000",172500,"B,A,B,A,A",1,571,Botswana,1966,2016,,,,
560,South Africa,1,1,1,2,Maputo,15,15,Maputo,33963,33963,18500,18500,9863,9863,B,2,572,Swaziland,1968,2016,,,,
565,Namibia,1,1,1,1,Chobe,275,275,Zambezi,260000,260000,17000,17000,40000,40000,A,1,571,Botswana,1990,2016,,,,
600,Morocco,1,1,1,2,Dra,375,375,Dra,80500,80500,68000,68000,12500,12500,A,1,615,Algeria,1962,2016,,,,
615,Algeria,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,Tunisia,1962,2016,,,,
615,Algeria,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,Libya,1962,2016,,,,
616,Tunisia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,Libya,1956,2016,,,,
616,Tunisia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,Turkey/Ottoman Empire,1835,1880,,,,
620,Libya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,Sudan,1956,2016,,,,
620,Libya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Egypt/UAR,1952,2016,,,,
625,Sudan,1,1,3,3,"Nilen, W. Allagi, W. Figû",0,0,0,0,0,0,0,0,0,"A,A,A",1,651,Egypt/UAR,1956,2016,,,,
630,Iran (Persia),1,1,4,3,"Nàslù, Qotùr, Kotur, Seyhli G.",0,0,Eufrates-Tigris,884000,884000,238500,238500,163000,163000,"B,B,B,B",2,640,Turkey/Ottoman Empire,1855,2016,,,,
630,Iran (Persia),1,1,17,4,"Zab, Gògasùr, Sirvàn, Zimkòm, Maydàn, Qòratu, Alwand, Dhù Shaykh, Amiràbad, Qaleh Darreh, N. Wadi, Nahr at lib, Doveyrich, Karkheh, Karkheh Kur, N. as Sàbilah, Tigris",0,0,Eufrates-Tigris,884000,884000,238500,238500,362500,362500,"A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B",1,645,Iraq,1932,2016,,,,
630,Iran (Persia),1,1,4,4,"Hari Rùd, Schao, Helmand R., Shelag R.",0,0,Helmand,386000,386000,78000,78000,300000,300000,"A,A,A,B",1,700,Afghanistan,1920,2016,,,,
630,Iran (Persia),1,1,4,4,"Atrek, Chandyr, Sumbar, Hari Rùd",0,0,0,0,0,0,0,0,0,"A,B,A,A",1,701,Turkmenia,1991,2016,,,,
630,Iran (Persia),1,1,3,4,"Tahlab R., Màshkid, Nahang ",0,0,0,0,0,0,0,0,0,"A,B,B",2,770,Pakistan,1947,2016,,,,
640,Turkey/Ottoman Empire,1,1,6,4,"Hezil, Khàbùr, Zap, Ru è-Shamdihàn, Hàji Beg, Baràzgir",0,0,0,0,0,0,0,0,0,"A,A,A,A,A,B",1,645,Iraq,1932,2016,,,,
640,Turkey/Ottoman Empire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Egypt/UAR,1855,1881,,,,
640,Turkey/Ottoman Empire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Egypt/UAR,1958,1960,,,,
640,Turkey/Ottoman Empire,1,1,17,4,"Kabir, Asi, Àfrin, Karasu, Quwaya, Nahr Sàjùr, Eufrates, Cermelek, Cudi, Nelluz, Teilharhecircibi, Kartalcircib, Bü Circip, Khàbùr, Jaghjaghah, W. Jarràh, Tigris",0,0,Eufrates-Tigris,884000,884000,163000,163000,120000,120000,"A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A",1,652,Syria,1946,1957,,,,
640,Turkey/Ottoman Empire,1,1,17,4,"Kabir, Asi, Àfrin, Karasu, Quwaya, Nahr Sàjùr, Eufrates, Cermelek, Cudi, Nelluz, Teilharhecircibi, Kartalcircib, Bü Circip, Khàbùr, Jaghjaghah, W. Jarràh, Tigris",0,0,Eufrates-Tigris,884000,884000,163000,163000,120000,120000,"A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A",1,652,Syria,1961,2016,,,,
645,Iraq,1,1,6,4,"Euphrates, W. 'Akâsh, W. Bir Mujamma'a, Bir Hawisa, Buwaitr, Tigris ",0,0,Eufrates-Tigris,884000,884000,362500,362500,120000,120000,"B,A,A,A,A,B",1,651,Egypt/UAR,1958,1960,,,,
645,Iraq,1,1,6,4,"Euphrates, W. 'Akâsh, W. Bir Mujamma'a, Bir Hawisa, Buwaitr, Tigris ",0,0,Eufrates-Tigris,884000,884000,362500,362500,120000,120000,"B,A,A,A,A,B",1,652,Syria,1946,1957,,,,
645,Iraq,1,1,6,4,"Euphrates, W. 'Akâsh, W. Bir Mujamma'a, Bir Hawisa, Buwaitr, Tigris ",0,0,Eufrates-Tigris,884000,884000,362500,362500,120000,120000,"B,A,A,A,A,B",1,652,Syria,1961,2016,,,,
645,Iraq,1,1,2,4,"Sh. al Waley, Jabal Unayzah",0,0,0,0,0,0,0,0,0,"A,A",1,663,Jordan,1946,2016,,,,
645,Iraq,1,1,8,4,"Magar an, Na'am, W. al Mirà, Wàdi al Ubayyid, W. Hamir, Ar'ar, Qur, Wàdi  ",0,0,0,0,0,0,0,0,0,"B,B,B,B,B,B,B,B",2,670,Saudi Arabia,1932,2016,,,,
645,Iraq,1,1,1,1,Wali al-Batin,0,0,0,0,0,0,0,0,0,A,1,690,Kuwait,1961,2016,,,,
651,Egypt/UAR,1,1,3,4,"Asi, Kebû, Jordan",0,0,0,0,0,0,0,0,0,"B,B,B",2,660,Lebanon,1958,1960,,,,
651,Egypt/UAR,1,1,3,4,"Yarmuk, W. adh Dhabab, W. Lufhi",0,0,0,0,0,0,0,0,0,"A,A,A",1,663,Jordan,1958,1960,,,,
651,Egypt/UAR,1,1,2,3,"W. Hareidin, Paran",0,0,0,0,0,0,0,0,0,"B,A",3,666,Israel,1948,2016,,,,
652,Syria,1,1,3,4,"Asi, Kebû, Jordan",0,0,Jordan,11500,11500,3400,3400,700,700,"B,B,B",2,660,Lebanon,1946,1957,,,,
652,Syria,1,1,3,4,"Asi, Kebû, Jordan",0,0,Jordan,11500,11500,3400,3400,700,700,"B,B,B",2,660,Lebanon,1961,2016,,,,
652,Syria,1,1,3,4,"Yarmuk, W. adh Dhabab, W. Lufhi",0,0,Jordan,11500,11500,3400,3400,6200,6200,"A,A,A",1,663,Jordan,1946,1957,,,,
652,Syria,1,1,3,4,"Yarmuk, W. adh Dhabab, W. Lufhi",0,0,Jordan,11500,11500,3400,3400,6200,6200,"A,A,A",1,663,Jordan,1961,2016,,,,
652,Syria,1,1,2,4,"Yarmuk, Jordan",0,0,Jordan,11500,11500,3400,3400,1200,1200,"A,A",1,666,Israel,1948,1957,,,,
652,Syria,1,1,2,4,"Yarmuk, Jordan",0,0,Jordan,11500,11500,3400,3400,1200,1200,"A,A",1,666,Israel,1961,2016,,,,
660,Lebanon,1,1,2,3,"Hasbani, Dan",0,0,Jordan,11500,11500,700,700,1200,1200,A,1,666,Israel,1948,2016,,,,
663,Jordan,1,1,3,4,"Yarmuk, Jordan, W. el Jeib",0,0,Jordan,11500,11500,6200,6200,1200,1200,"A,B,A",1,666,Israel,1948,2016,,,,
663,Jordan,1,1,7,4,"W. Saladih, W. Ruweita, W. al-Unab, Wadi Hadraj, Wadi Hasa, Wadi Bair, Wadi ad Dirwah",0,0,0,0,0,0,0,0,0,"A,A,B,B,B,B,B",2,670,Saudi Arabia,1946,2016,,,,
670,Saudi Arabia,1,1,2,3,"W. Najrân, W. Atfayn",0,0,0,0,0,0,0,0,0,"B,B",2,678,Yemen Arab Republic,1927,1989,,,,
670,Saudi Arabia,1,1,2,3,"W. Najrân, W. Atfayn",0,0,0,0,0,0,0,0,0,"B,B",2,679,Yemen,1990,2016,,,,
670,Saudi Arabia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,Yemen People's Republic,1967,1989,,,,
670,Saudi Arabia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,Kuwait,1961,2016,,,,
670,Saudi Arabia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,Bahrain,1986,2016,,,,
670,Saudi Arabia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,Qatar,1971,2016,,,,
670,Saudi Arabia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,United Arab Emirates,1971,2016,,,,
670,Saudi Arabia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,Oman,1971,2016,,,,
678,Yemen Arab Republic,1,1,1,3,Bana,0,0,Tiban,6200,6200,3300,3300,2900,2900,A,1,680,Yemen People's Republic,1967,1989,,,,
679,Yemen,1,1,4,4,"W. Rakhawt, W. Shuayt, W. Shihan, Habarut",0,0,0,0,0,0,0,0,0,"A,A,A,A",1,698,Oman,1990,2016,,,,
680,Yemen People's Republic ,1,1,4,4,"W. Rakhawt, W. Shuayt, W. Shihan, Habarut",0,0,0,0,0,0,0,0,0,"A,A,A,A",1,698,Oman,1971,1989,,,,
694,Qatar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,United Arab Emirates,1971,2016,,,,
696,United Arab Emirates,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,Oman,1971,2016,,,,
700,Afghanistan,1,1,4,4,"Amudar `'ya, Qaisar, Murgab, Kushka",0,0,0,0,0,0,0,0,0,"A,B,A,A",1,701,Turkmenia,1991,2016,,,,
700,Afghanistan,1,1,1,2,"Amudar `'ya, Pyandzh",0,0,0,0,0,0,0,0,0,"B,B",2,702,Tadzhikistan,1991,2016,,,,
700,Afghanistan,1,1,1,2,Amudar `'ya,0,0,0,0,0,0,0,0,0,B,2,704,Uzbekistan,1991,2016,,,,
700,Afghanistan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,China,1920,2016,,,,
700,Afghanistan,1,1,11,4,"Kunar, Kabul, Kurram, Naka P., Tochi, Kundar, Khand P., Qala, Kadanai R., Pishin R., Shikar R.",0,0,0,0,0,0,0,0,0,"B,A,A,A,A,A,A,A,B,B,A",1,770,Pakistan,1947,2016,,,,
701,Turkmenia,1,1,1,2,Amudar `'ya,0,0,0,0,0,0,0,0,0,B,2,704,Uzbekistan,1991,2016,,,,
701,Turkmenia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,Kazakhstan,1991,2016,,,,
702,Tadzhikistan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,Kirgizia,1991,2016,,,,
702,Tadzhikistan,1,1,1,2,Naryn,0,0,0,0,0,0,0,0,0,B,2,704,Uzbekistan,1991,2016,,,,
702,Tadzhikistan,1,1,1,3,Lenina,0,0,0,0,0,0,0,0,0,A,1,710,China,1991,2016,,,,
703,Kirgizia,1,1,3,3,"Naryn, Malisu, Karaunkyur",0,0,0,0,0,0,0,0,0,A,1,704,Uzbekistan,1991,2016,,,,
703,Kirgizia,1,1,1,2,Chu,0,0,0,0,0,0,0,0,0,A,1,705,Kazakhstan,1991,2016,,,,
703,Kirgizia,1,1,2,3,"Toxan He, Bedel",0,0,0,0,0,0,0,0,0,"A,A",1,710,China,1991,2016,,,,
704,Uzbekistan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,Kazakhstan,1991,2016,,,,
705,Kazakhstan,1,1,2,3,"Ulungur He, Kapchagay",0,0,0,0,0,0,0,0,0,"B,B",2,710,China,1991,2016,,,,
710,China,1,1,2,3,"Ulungur He, Kerulen",0,0,Amur,1900000,1900000,845000,845000,60000,60000,"B,B",2,712,Mongolia,1921,2016,,,,
710,China,1,1,2,1,"Yalu, Tumen",0,0,"Yalu, Tumen","64500, 34400",98900,"32000, 24000",56000,"32500, 10000",42500,"B,B",2,730,Korea,1888,1904,,,,
710,China,1,1,2,1,"Yalu, Tumen",0,0,"Yalu, Tumen","64500, 34400",98900,"32000, 24000",56000,"32500, 10000",42500,"B,B",2,731,"Korea, Dem. People's Rep.",1948,2016,,,,
710,China,1,1,4,4,"Indus, Yarkant, Sutlej, Brahmaputra",0,0,Ganges-Brahmaputra,1600400,1600400,0,0,missing,0,"A,A,A,A",1,750,India,1947,2016,,,,
710,China,1,1,1,3,Kur,0,0,Ganges-Brahmaputra,1600400,1600400,0,0,47000,47000,A,1,760,Bhutan,1971,2016,,,,
710,China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,Pakistan,1947,2016,,,,
710,China,1,1,4,4,"Salween, Irrawadda, Mekong, Nam, ",0,0,Mekong,786000,786000,174000,174000,22500,22500,"A,A,A,A",1,775,Myanmar (Burma),1948,2016,,,,
710,China,1,1,2,3,"Karnali, Kongchenjunga",0,0,Ganges-Brahmaputra,1600400,1600400,0,0,140800,140800,"A,A",1,790,Nepal,1951,2016,,,,
710,China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,Laos,1954,2016,,,,
710,China,1,1,2,3,"Hong, Da",0,0,Red,169600,169600,90000,90000,78000,78000,"A,A",1,816,"Vietnam, Dem. Rep.",1954,2016,,,,
731,"Korea, Dem. People's Rep.",1,1,3,4,"Imjin, Pukhan, Hwach òn-chòsuji",0,0,Han,34700,34700,28500,28500,6200,6200,"A,A,A",1,732,"Korea, Rep. of",1949,2016,,,,
750,India,1,1,2,3,"Manas, Torsa",0,0,Ganges-Brahmaputra,1600400,1600400,0,0,47000,47000,"B,B",2,760,Bhutan,1971,2016,,,,
750,India,1,1,4,4,"Sutlei, Chenab, Indus, Uri",0,0,Indus,98000,98000,0,0,missing,0,"A,A,A,A",1,770,Pakistan,1947,2016,,,,
750,India,1,1,7,4,"Brahmaputra, Ganges, Atrai, Tistà, Jalahaka, Gadadhar, Langai",0,0,Ganges-Brahmaputra,1600400,1600400,0,0,113300,113300,"A,B,A,A,A,A,A",1,771,Bangladesh,1972,2016,,,,
750,India,1,1,2,4,"Manipur, Chindwin",0,0,Irrawaddy,396000,396000,33000,33000,345000,345000,"A,A",1,775,Myanmar (Burma),1948,2016,,,,
750,India,1,1,4,4,"Gogra, Gandak, Kankai, Kangchenjunga",0,0,Ganges-Brahmaputra,1600400,1600400,0,0,140800,140800,"B,B,B,B",2,790,Nepal,1947,2016,,,,
770,Pakistan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,Myanmar (Burma),1948,1971,,,,
771,Bangladesh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,Myanmar (Burma),1972,2016,,,,
775,Myanmar (Burma),1,1,1,1,Salween,0,0,Salween,270000,270000,110000,110000,17000,17000,A,1,800,Thailand,1948,2016,,,,
775,Myanmar (Burma),1,1,1,1,Mekong,0,0,Mekong,786000,786000,22500,22500,199500,199500,A,1,812,Laos,1954,2016,,,,
800,Thailand,1,1,1,3,Tonle Sap,0,0,Mekong,786000,786000,180000,180000,149000,149000,A,1,811,Cambodia (Kampuchea),1953,2016,,,,
800,Thailand,1,1,1,1,Mekong,0,0,Mekong,786000,786000,180000,180000,199500,199500,B,2,812,Laos,1954,2016,,,,
800,Thailand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,Malaysia,1957,2016,,,,
811,Cambodia (Kampuchea),1,1,2,3,"Se Khong, Mekong",0,0,Mekong,786000,786000,149000,149000,199500,199500,"B,B",2,812,Laos,1954,2016,,,,
811,Cambodia (Kampuchea),1,1,3,4,"Srepok, Se San, Mekong",0,0,Mekong,786000,786000,149000,149000,60500,60500,"B,B,A",2,816,"Vietnam, Dem. Rep.",1975,2016,,,,
811,Cambodia (Kampuchea),1,1,3,4,"Srepok, Se San, Mekong",0,0,Mekong,786000,786000,149000,149000,60500,60500,"B,B,A",2,817,"Vietnam, Rep.of.",1954,1974,,,,
812,Laos,1,1,3,4,"Song Ma, Nam Khan, Song Ca",0,0,"Ca, Ma","28500, 36000",64500,"8300, 13500",21800,"20200, 22500",42700,"A,A,A",1,816,"Vietnam, Dem. Rep.",1954,2016,,,,
812,Laos,1,1,3,4,"Song Ma, Nam Khan, Song Ca",0,0,"Ca, Ma","28500, 36000",64500,"8300, 13500",21800,"20200, 22500",42700,"A,A,A",1,817,"Vietnam, Rep.of.",1954,1974,,,,
816,"Vietnam, Dem. Rep",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,"Vietnam, Rep.of.",1954,1974,,,,
820,Malaysia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,Singapore,1965,2016,,,,
820,Malaysia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,Brunei,1984,2016,,,,
820,Malaysia,1,1,1,3,Sembakung,0,0,Sembakung,11000,11000,5000,5000,6000,6000,A,1,850,Indonesia,1963,2016,,,,
850,Indonesia,1,1,7,4,"Bensbach, Merauke, Kongun, Fly, Alice, Sepik, Bewani",0,0,"Fly, Sepik ","67000, 71000",138000,"64000, 2000",66000,"3000, 69000",72000,"A,A,A,A,A,A,A",1,910,Papua New Guniea,1975,2016,,,,
